LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr12	6160446	6177944	-	LL0000000001	a1cf	apobec1 complementation factor	ENSDARG00000002968.11	562916	ZDB-GENE-060824-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	21113965	21132480	-	LL0000000002	a2ml	alpha-2-macroglobulin-like	ENSDARG00000056314.8	100006972	ZDB-GENE-090212-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	205245	216564	-	LL0000000003	aaas	"achalasia, adrenocortical insufficiency, alacrimia"	ENSDARG00000102274.2	378454	ZDB-GENE-030912-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	18822795	18897585	-	LL0000000004	aacs	acetoacetyl-CoA synthetase	ENSDARG00000012468.11	393984	ZDB-GENE-040426-903	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	1041759	1066339	-	LL0000000005	aadac	arylacetamide deacetylase	ENSDARG00000063621.5	100148912	ZDB-GENE-130530-713	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	28547057	28620328	+	LL0000000006	aadacl4	arylacetamide deacetylase-like 4	ENSDARG00000044802.5	569798	ZDB-GENE-080919-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	7675685	7695963	-	LL0000000007	aadat	aminoadipate aminotransferase	ENSDARG00000011410.10	557979	ZDB-GENE-111229-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	19812608	19819812	-	LL0000000008	aagab	alpha and gamma adaptin binding protein	ENSDARG00000041170.4	436696	ZDB-GENE-040718-120	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	48965095	49059618	+	LL0000000009	aak1a	AP2 associated kinase 1a	ENSDARG00000011855.9	568999	ZDB-GENE-081105-101	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	41060739	41157154	-	LL0000000010	aak1b	AP2 associated kinase 1b	ENSDARG00000077686.7	100534954	ZDB-GENE-091118-25	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	3096612	3103827	-	LL0000000011	aamdc	"adipogenesis associated, Mth938 domain containing"	ENSDARG00000103957.2	553802	ZDB-GENE-050522-64	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	59913147	59922087	+	LL0000000012	aamp	"angio-associated, migratory cell protein"	ENSDARG00000045019.9	405874	ZDB-GENE-040426-2370	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	23616889	23619546	-	LL0000000013	aanat1	arylalkylamine N-acetyltransferase 1	ENSDARG00000036567.7	393677	ZDB-GENE-040329-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	54887782	54893797	-	LL0000000014	aanat2	arylalkylamine N-acetyltransferase 2	ENSDARG00000079802.4	30685	ZDB-GENE-991019-6	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	4216193	4225830	-	LL0000000015	aar2	AAR2 splicing factor	ENSDARG00000018658.7	431768	ZDB-GENE-040704-68	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	18636273	18821929	-	LL0000000016	aars	alanyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-3663]	ENSDARG00000069142.8	324940	ZDB-GENE-030131-3663	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrev conflict with Ens99 but matches ZFIN alias
chr22	25554200	25609123	+	LL0000000017	aars2	"alanyl-tRNA synthetase 2, mitochondrial (putative)"	ENSDARG00000107385.2	792787	ZDB-GENE-041008-213	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	6049355	6063328	-	LL0000000018	aarsd1	alanyl-tRNA synthetase domain containing 1	ENSDARG00000015747.10	445178	ZDB-GENE-040801-91	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	25645328	25659393	+	LL0000000019	aasdh	aminoadipate-semialdehyde dehydrogenase	ENSDARG00000022730.11	570338	ZDB-GENE-041210-322	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	44432682	44465679	-	LL0000000020	aasdhppt	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	ENSDARG00000037501.7	619247	ZDB-GENE-050913-36	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	28279577	28336106	+	LL0000000021	aass	aminoadipate-semialdehyde synthase	ENSDARG00000051816.6	556229	ZDB-GENE-061220-8	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	56277829	56337935	+	LL0000000022	aatf	apoptosis antagonizing transcription factor	ENSDARG00000025467.12	559477	ZDB-GENE-030131-9654	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	51895349	51912019	-	LL0000000023	aatka	apoptosis-associated tyrosine kinase a	ENSDARG00000078222.5	100004850	ZDB-GENE-100812-4	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	35701039	35788275	-	LL0000000024	aatkb	apoptosis-associated tyrosine kinase b	ENSDARG00000104442.2	555739	ZDB-GENE-100812-6	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	27831728	27880394	-	LL0000000025	abat	4-aminobutyrate aminotransferase	ENSDARG00000006031.10	378968	ZDB-GENE-031006-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	40685613	40765868	-	LL0000000026	abca12	"ATP-binding cassette, sub-family A (ABC1), member 12"	ENSDARG00000074749.5	558335	ZDB-GENE-030131-9790	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	52560549	52628407	+	LL0000000027	abca1a	"ATP-binding cassette, sub-family A (ABC1), member 1A"	ENSDARG00000074635.7	558924	ZDB-GENE-031006-12	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	6423973	6519386	+	LL0000000028	abca1b	"ATP-binding cassette, sub-family A (ABC1), member 1B"	ENSDARG00000079009.6	100136868	ZDB-GENE-030131-9826	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	25087241	25236601	-	LL0000000029	abca2	"ATP-binding cassette, sub-family A (ABC1), member 2"	ENSDARG00000013500.11	100006090	ZDB-GENE-050517-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	12589966	12699905	+	LL0000000030	abca3b	"ATP-binding cassette, sub-family A (ABC1), member 3b"	ENSDARG00000100524.3	564344	ZDB-GENE-050517-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	28560921	28646325	-	LL0000000031	abca4a	"ATP-binding cassette, sub-family A (ABC1), member 4a"	ENSDARG00000057169.6	798993	ZDB-GENE-050517-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	15203318	15294707	+	LL0000000032	abca4b	"ATP-binding cassette, sub-family A (ABC1), member 4b"	ENSDARG00000062661.10	555506	ZDB-GENE-050517-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	38807536	38860671	+	LL0000000033	abca5	"ATP-binding cassette, sub-family A (ABC1), member 5"	ENSDARG00000074041.7	100151075	ZDB-GENE-050517-5	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	24262872	24277532	+	LL0000000034	abcb10	"ATP-binding cassette, sub-family B (MDR/TAP), member 10"	ENSDARG00000061591.7	100003744	ZDB-GENE-040525-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	48755638	48817119	+	LL0000000035	abcb11a	"ATP-binding cassette, sub-family B (MDR/TAP), member 11a"	ENSDARG00000011573.12	797269	ZDB-GENE-050517-13	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	13223611	13272085	+	LL0000000036	abcb11b	"ATP-binding cassette, sub-family B (MDR/TAP), member 11b"	ENSDARG00000070078.6	571189	ZDB-GENE-050517-14	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	28629242	28658341	-	LL0000000037	abcb4	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"	ENSDARG00000010936.12	100136865	ZDB-GENE-080204-52	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	19537038	19568795	-	LL0000000038	abcb5	"ATP-binding cassette, sub-family B (MDR/TAP), member 5"	ENSDARG00000021787.10	798527	ZDB-GENE-030131-6414	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	6135126	6160856	+	LL0000000039	abcb6a	"ATP-binding cassette, sub-family B (MDR/TAP), member 6a"	ENSDARG00000063297.5	564067	ZDB-GENE-050517-9	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	14198583	14273978	-	LL0000000040	abcb6b	"ATP-binding cassette, sub-family B (MDR/TAP), member 6b"	ENSDARG00000074254.5	100004801	ZDB-GENE-070912-584	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	10981703	11070156	+	LL0000000041	abcb7	"ATP-binding cassette, sub-family B (MDR/TAP), member 7"	ENSDARG00000062795.7	566515	ZDB-GENE-050517-10	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	33781452	33801668	-	LL0000000042	abcb8	"ATP-binding cassette, sub-family B (MDR/TAP), member 8"	ENSDARG00000056672.6	548340	ZDB-GENE-050410-6	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	28017008	28029964	-	LL0000000043	abcb9	"ATP-binding cassette, sub-family B (MDR/TAP), member 9"	ENSDARG00000056200.6	570148	ZDB-GENE-050517-12	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	36713477	36743962	+	LL0000000044	abcc1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"	ENSDARG00000104719.2	100002010	ZDB-GENE-050517-15	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	11911399	11965033	-	LL0000000045	abcc10	"ATP-binding cassette, sub-family C (CFTR/MRP), member 10"	ENSDARG00000077988.4	556709	ZDB-GENE-050517-24	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	38158604	38189863	-	LL0000000046	abcc12	"ATP-binding cassette, sub-family C (CFTR/MRP), member 12"	ENSDARG00000013050.12	568482	ZDB-GENE-050517-25	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	24036195	24071203	-	LL0000000047	abcc13	"ATP-binding cassette, sub-family C (CFTR/MRP), member 13"	ENSDARG00000062519.7	559093	ZDB-GENE-050517-26	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	681628	711592	+	LL0000000048	abcc2	"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"	ENSDARG00000014031.10	393561	ZDB-GENE-040426-1523	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	695353	788246	+	LL0000000049	abcc3	"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"	ENSDARG00000096662.5	323301	ZDB-GENE-050517-16	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	7322520	7391799	+	LL0000000050	abcc4	"ATP-binding cassette, sub-family C (CFTR/MRP), member 4"	ENSDARG00000058953.5	368620	ZDB-GENE-030616-511	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	45791971	45852863	+	LL0000000051	abcc5	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"	ENSDARG00000061233.8	336147	ZDB-GENE-050517-17	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	11026041	11068219	+	LL0000000052	abcc6a	"ATP-binding cassette, sub-family C (CFTR/MRP), member 6a"	ENSDARG00000016750.9	566555	ZDB-GENE-050517-18	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	36744518	36765322	-	LL0000000053	abcc6b.1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 6b, tandem duplicate 1"	ENSDARG00000105403.2	110439293	ZDB-GENE-050517-19	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	36744820	36824257	-	LL0000000054	abcc6b.2	"ATP-binding cassette, sub-family C (CFTR/MRP), member 6b, tandem duplicate 2"	ENSDARG00000094901.4	100002917	ZDB-GENE-110208-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	22719852	22849278	+	LL0000000055	abcc8	"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"	ENSDARG00000051879.7	553281	ZDB-GENE-050517-22	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	50040753	50086693	-	LL0000000056	abcc8b	"ATP-binding cassette, sub-family C (CFTR/MRP), member 8b"	ENSDARG00000077007.5	100329706	ZDB-GENE-120215-45	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	14656688	14714231	+	LL0000000057	abcc9	"ATP-binding cassette, sub-family C (CFTR/MRP), member 9"	ENSDARG00000015985.11	561160	ZDB-GENE-050517-23	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	8044934	8087246	+	LL0000000058	abcd1	"ATP-binding cassette, sub-family D (ALD), member 1"	ENSDARG00000074876.5	566367	ZDB-GENE-050517-27	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	75292781	75308985	+	LL0000000059	abcd2	"ATP-binding cassette, sub-family D (ALD), member 2"	ENSDARG00000059409.6	100537809	ZDB-GENE-050517-28	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
